Name,Ticker,"Sub-Sector","Market Cap","PE Ratio","Return on Equity","Return on Investment","% Away From 52W High","6M Return","Debt to Equity","Earning Power","Long Term Debt to Equity","5Y Historical Revenue Growth","1Y Forward Revenue Growth","Sector PE"," MF Holding Change – 6M","FII Holding Change – 6M","Percentage Buy Reco’s","No. of analysts with buy reco","Fundamental Score","Total Revenue","Earnings Per Share"
Ramco Cements Limited,RAMCOCEM,"Cement","15250.3102052","17.089480047961636","14.58613308515588","9.852742888337083","75.5035636814379","-36.997266692698176","54.19614117089374","7.995411438404059","37.82792292101268","8.522073106305372","16.379634524767294","11.33587913952648","-1.415298986596948","-1.0853041068266913","46.875","15","5.162162162162163","6031.69","39"
ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,"Auto Parts","14967.13085856","105.35039669571326","5.335985648712145","5.299539170506922","11.268042935533341","-6.917845789073245","0","7.917285914009082","0","4.173985171100791","32.41488768039713","116.53524013940141","-0.04183453200998244","0.04349526012379856","80","4",,"2580.88","74.9"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14929.4271","57.50713416278265","17.821386255924153","15.41011174341663","26.092804994506437","27.10886617852436","12.190687118912859","37.66156965447326","7.757088562600825","19.53573257592762","19.329854851611124","11.33587913952648","0.4744980883220524","0.4608222785301592","40","4","6.772368421052633","1909.32","84.71"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","14719.21597953","15.585785662357058","43.4746581963817","42.049595591502964","45.27901864296724","-16.973791042837195","1.1053199137311287","41.143417183926815","0.7907979870596694","7.665833327330129","6.5908631536223865","32.92951730870654","-0.25368832852191225","-1.3496682807785216","71.4285714285714","5","6.549333333333332","3520.2","410.0627416836591"
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","14529.677694839998","13.612852105532376","21.031651418629103","16.283494865851047","34.13818722139672","-11.016669027718738","28.66825402595515","17.61448051504493","18.305645425133594","11.310950100754713",,"11.33587913952648","-0.044869802353044774","0.0182894575311372",,"0","7.361111111111112","9971.2","118.84764142131661"
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","14330.43455522","26.518198658808295","28.53457859718898","21.45107746696464","39.45545573005968","-13.337295690936111","9.86368579249532","9.507257437047063","3.9449611898235046","11.506238258986134","5.0365532748186705","32.92951730870654","0.7394571120064217","0.4974320615702057","31.25","5","6.259333333333332","5356.25","27.76"
Indian Energy Exchange Ltd,IEX,"Power Trading & Consultancy","14224.384540125","45.99639301576396","43.67470198675496","36.67471323101862","100.73070866141735","-39.32734569080833","2.1104713925872614","41.477550521512384","1.8010075566750627","16.12742566119667","20.589664874159894","22.926733317170665","-2.25074682708755","-11.722157938117164","33.3333333333333","4","6.5166666666666675","491.82","3.45"
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","14150.589132995","21.645922832048395","2.9450353088229133","3.435137674845728","57.487807779231595","-33.0439630455559","74.94487774377201","6.620300819798573","23.84834124640621","11.516137391101111",,"11.33587913952648","1.7282406821153269","0.5526630678675417","100","1","4.710000000000001","15349.62","19.42"
ICICI Securities Ltd,ISEC,"Investment Banking & Brokerage","14037.405641690002","10.152904413199767","70.43821021555918","19.583934028121686","106.03587031501496","-44.771096577560485","199.21464675568433","22.647358301215885","5.979331653961606","19.615001789393393","8.355702449501594","18.361570903897096","-0.9805191448343251","1.0338542197838096","70","7","5.731666666666667","3438.48","42.86"
Carborundum Universal Ltd,CARBORUNIV,"Industrial Machinery","13962.778149319998","41.88749669802603","13.899325102236851","12.840194460550363","40.749303052967974","-25.379268354558832","2.7134002482969666","17.999380335738575","0.7833723492466337","9.457164528742702","29.992851793367926","43.29238706887016","0.028592535265023145","0.3675116734457742","88.8888888888889","8","6.325490196078433","3384.88","17.57"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","13828.004350530002","4.6743866645922365","-10.834669721267627","-0.03475613903452105","61.78707224334601","78.30508474576273","561.0336385678303","11.281370086701383","369.56074480355926","8.808497732968235",,"12.667979274708134","-0.5537597724798594","0.21530717980182634","66.6666666666667","2","4.4125000000000005","69832.82","16.88"
IIFL Wealth Management Ltd,IIFLWAM,"Asset Management","13802.235913319999","23.890460791927023","12.688511293493347","4.8968022696736195","22.728149720239244","5.707196029776677","166.62034040958068","8.59725089371129","149.60233682371623","36.10601887272091","9.431264761556987","18.361570903897096","1.9368590758460071","-3.5393448124896167","100","4",,"2077.83","65.41"
Aptus Value Housing Finance India Ltd,APTUS,"Home Financing","13747.4057053","37.14109716674772","14.474333461661507","5.939232665557167","42.35760634462871","-20.20710484682871","127.05903154916771","10.619559085428579","125.29086362373388","46.06853702866862","0.35436636328922494","18.361570903897096","0.2517716079112837","1.0702907689650196","83.3333333333333","5",,"840.22","7.58"
Affle (India) Ltd,AFFLE,"Advertising","13658.23365","63.85933069945766","45.82384335588267","28.967797284007464","47.41463414634146","-22.19523303476545","33.05584943482376","33.46842776655681","25.076563283033575","76.7809344771037","42.728915662650614","-169.74697092419598","-0.7205833859783173","-0.7345074778392","100","9",,"1153.33","16.18"
Tanla Platforms Ltd,TANLA,"Software Services","13545.367012555002","25.117502990199917","44.66027940106839","39.935372444147255","110.12677256100613","-44.55618835949437","0.48706751763520323","41.88515440902888","0.39077370955100216","40.82331146313645","20.480340868715288","25.15195670547271","0.03370342650877406","-1.4771554754888907","100","2","5.88695652173913","3222.1","39.77"
New India Assurance Company Ltd,NIACL,"Insurance","13513.6","69.45366706069774","6.953359714620931","6.406992243902117","117.56097560975611","-41.512125534950066","0","0.19207260627851788","0","10.259871495266237","-26.76993731103369","18.361570903897096","-0.03187402912621354","0.152051031553398","0","0","5.2666666666666675","35865.71","1.18"
KPIT Technologies Ltd,KPITTECH,"IT Services & Consulting","13502.178832875","49.236694865167934","12.91908114869673","11.349049788841963","60.18398160183982","-17.775219929293755","19.010341321473746","18.49720971365258","15.908771523753629",,"19.20105731573854","25.15195670547271","-1.2600787977673367","-3.8046677311785224","42.8571428571429","3",,"2477.39","10.17"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","13388.3711325","65.82286692477861",,"19.373255998608617","27.97087685976574","26.14051550302474","16.77867165905739","9.347083328603713","4.666236897182066",,"-12.877775411756039","43.29238706887016","-0.43780714188384473","0.0024940024196782318","50","1",,"4986.75","47.992440128900164"
UTI Sensex 30 ETF,UTISENSETF,"Equity","13354.603115056001",,,,"30.947730985015266","-10.855768165487557",,,,,,,,,,"0",,,
UCO Bank,UCOBANK,"Public Banks","13330.89336624","13.820125820277788","4.19525917446556",,"37.21973094170403","-15.530303030303022",,"0.6539508233733146",,"-0.3914853076534608",,"18.361570903897096","0.01232076909533679","-0.06963631753674679",,"0","4.131428571428572","18082.15","0.8819482708064664"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","13129.28717331","38.080187868524895","9.812987625916257","9.35625370480142","13.478985373079055","10.179518563851497","107.37626613843582","16.740297083493434","70.30808783242719","6.128023306410668","19.691815569793498","116.53524013940141","0.7154228860264885","0.21891239913182603","100","3","4.645652173913043","3201.12","14.18"
Narayana Hrudayalaya Ltd,NH,"Hospitals & Diagnostic Centres","13094.835083779999","38.2968300054982","-1.2661087754894251","3.4965861277080994","21.2736069923521","0.818253343823768","73.66481683053479","17.851410969650296","60.087257543584165","14.628093205462367","9.036948199789421","32.92951730870654","-2.3923848919678345","-0.1068321300986863","80","8","5.645","3735.88","16.85"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","12940.314649349999","57.540640532482534","44.445280463488956","35.916423596642666","87.50370151021616","-32.067804793004946","5.994069026437","26.71148557209587","2.797652848760174","25.416786367691113","24.08419334975371","11.33587913952648","-0.07328612253819833","-0.07164852890332218","50","2","5.5131578947368425","1556.98","44.04"
Sheela Foam Ltd,SFL,"Home Furnishing","12878.90522604","59.26512919810412","22.431379209480948","16.559473022212426","53.595575841366625","-19.999696974288266","29.26308026248522","15.093648836133802","20.2135416230169","11.755241556464458","12.217294361478432","116.53524013940141","-0.08088095297835451","1.0931617548542922","66.6666666666667","2","7.0625","3060.97","44.83"
National Aluminium Co Ltd,NATIONALUM,"Metals - Aluminium","12847.239350065","4.352915843635754","12.57563931400678","12.181588644229633","89.70693352394565","-31.48873653281096","0.43178159773237407","27.040993575993838","0","12.734114305443667","-2.6368049145288426","11.33587913952648","-1.3151464638132175","2.810849695916758","77.7777777777778","7","6.955555555555556","14478.23","16.07"
IIFL Finance Ltd,IIFL,"Investment Banking & Brokerage","12814.31448925","10.787368035398611","20.026704520549316","2.7914096301399844","17.350718624981475","18.32047685834502","557.7640797993116","3.3456421529260276","551.0520531768714","14.639853312091834",,"18.361570903897096","0.04468509006342543","-4.0569105767915055",,"0","4.22","7006.28","31.324849957983506"
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","12550.882593","7.66096514841694","21.620577878188907","17.659099008851957","70.46527309507755","-25.800533689126087","22.73780531057149","21.655943515010538","12.941148653441466","24.700800993045924","22.066588065752278","22.926733317170665","2.2608764272771396","-1.2583537486135334","84.21052631578951","16","6.633333333333333","18150.47","29.04"
Bharat Dynamics Ltd,BDL,"Aerospace & Defense Equipments","12399.89296875","24.80325839367511","9.742647753600984","9.735760597023763","33.75212475057276","71.71319796954313","0.42052332619424526","11.830419705093611","0.24322562622218083","-10.801730901593643","22.12562435161915","43.29238706887016","1.5707689684569477","0.6764619948849107","75","3","4.51","2928.61","27.28"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","12370.05083742","96.25000651587285","13.021787266613899","11.360332685712727","47.59648878361433","-16.617612888234838","34.69076116915785","5.530600720292621","3.0198386800402988","2.607733496574882","20.410473643576477","116.53524013940141","0.7227720096736263","-2.2174381093639806","76.4705882352941","13","3.95","4881.35","10.85"
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","12302.150610945","31.92378713656063","27.554645186887022","24.657652972785595","24.697678801394616","-7.627807114257531","1.799894123875066","22.858858805021573","0","12.054387550217838","21.91265065832073","32.92951730870654","1.4716461433493482","0.4786619597032935","87.5","7","6.941333333333334","2463.47","49.86"
Capri Global Capital Ltd,CGCL,"Consumer Finance","12177.47186695","59.393610042188946","10.868757465860485","3.225753532525483","16.178380718718444","34.43927046953822","219.46427531590288","4.68976052323291","219.46427531590288","33.093513385379445",,"18.361570903897096","-0.012337547991075929","0.06220226777706363",,"0","5.682","981.79","11.69"
Exide Industries Ltd,EXIDEIND,"Batteries","12138","2.779527036155835","11.709891380961844","12.30082277187244","43.48739495798319","-16.024698618053513","6.9510240500431095","16.333794443454494","5.831394181040078","7.918865619894988","2.789525050784964","43.29238706887016","-1.5568232941176454","0.3867158823529415","77.7777777777778","14","5.3673913043478265","16513.82","51.38"
National Standard (India) Ltd,NATIONSTD,"Real Estate","12039.8","489.4227642276422","5.36854112564619","5.3275976174718735","215.61986079502984","-38.9053524671687","0","14.955779469353633","0","-19.72584382397693",,"50.75043455637975","0","0",,"0",,"44.85","12.3"
Apollo Tyres Limited,APOLLOTYRE,"Tires & Rubber","12022.460907780001","18.825982849908254","5.506383631828268","5.890823077838604","32.065504490227134","-16.090425531914885","59.435863966787295","4.935444676854988","42.96182904715996","9.587636321390992","15.03077023988164","116.53524013940141","-0.024775431526439462","-1.053040314633698","66.6666666666667","16","5.231818181818183","21071.160000000003","10.055251909513057"
POWERGRID Infrastructure Investment Trust,PGINVIT,"Power Transmission & Distribution","11910.979528799999","15.273619625564217",,"7.981085177078313","8.449843379937349","7.3220728107576205","6.250842636768102","7.991663008745245","6.219529167192182",,,"22.926733317170665",,,,"0",,"975.76","15.14153639684867"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","11891.6181344","47.84589255009252","16.616454576794553","14.493749606779392","45.45863309352518","-27.651268705269995","15.246721809795249","12.700231362089042","0.015059316976312204","11.08859481056883","15.792990954227642","43.68248406554839","0.6121350737745743","-0.7813253408400662","50","5","7.543750000000001","2875.44","19.7"
TTK Prestige Ltd,TTKPRESTIG,"Home Electronics & Appliances","11841.1026585","38.768629992142245","16.830627505615432","15.271159233263045","48.04214223002634","-17.191740984877853","5.550793682434003","20.447810985301903","5.083022704168078","8.334656623908154","14.150369703759498","116.53524013940141","0.07911032376090077","-0.6447428622299523","88.8888888888889","8","6.135","2757.5","21.99"
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","11824.22757705","69.55427986499998","11.150592430545892","10.343885219767701","83.57264165508722","-29.193768789286686","6.489789979143425","4.588993927252238","0.021826647911916797","0.0951924706930285","48.237126696832576","32.92951730870654","-1.434707715098127","-0.5571907122889819","54.5454545454545","6","7.848666666666667","2043.8","9.32"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","11821.3425","32.70985749861651","1.7248677638190082","7.11366821857388","76.67943805874842","-11.425339366515837","269.61455026033326","5.9271000647782435","239.215333940995","1.26219680256916","18.002263728311245","43.29238706887016","-3.0114362652150697","35.44881592419228","62.5","5","4.607558139534883","6355.45","8.69"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","11778.779369865","65.00430115819537","29.90617186146114","20.878160668450654","91.29487257097885","-38.38033422858848","37.511264644037254","22.832558264082902","8.775908681285669","20.459598076430385","19.851405842819933","25.15195670547271","-0.4431943619831731","-0.7608163866058106","100","1",,"1130.75","12.742966823794875"
Aditya Birla Sun Life Amc Ltd,ABSLAMC,"Asset Management","11738.880000000001","17.448059572823617","34.49258793100355","29.890751411701462","77.35525024533855","-23.898431665421956","2.4753466942261637","36.74792073108121","2.4753466942261637","6.784012242594328","10.02733027802218","18.361570903897096","0.2035434027777776","-0.639131597222222","100","7",,"1408.53","31.147685185185182"
BASF India Ltd,BASF,"Diversified Chemicals","11592.976533","19.489234975791778","36.47434268496732","28.489228080846114","46.737608513021556","-10.148452570661746","15.980740699269377","15.112235158268405","5.062284802508187","20.822452334375406","4.519905028576928","11.33587913952648","0.23985090667482334","0.12619658621196317","100","1","4.822222222222222","13136.29","137.4"
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","11586.960000000001","37.23555498425349","23.7685664119964","21.779347826086966","56.421356421356435","-27.760766173692105","0","38.0973467655633","0","26.70975569081957","10.789420797822322","18.361570903897096","0.216453588516746","1.2148995215311018","60","3","4.878260869565217","610.3","29.78"
Shriram City Union Finance Ltd,SHRIRAMCIT,"Consumer Finance","11563.101332625","10.039418749077488","12.818923262533248","2.6181309495097698","50.061997174082286","-5.095645986699867","365.447714451371","3.522892625889066","336.6021058957463","8.490009165336465","13.43797292566076","18.361570903897096","0.17355891925391065","-0.5994034064543712","90","9","4.544","7077.490000000001","173.67769258214568"
KIOCL Ltd,KIOCL,"Iron & Steel","11538.1546335","36.814889867904704","15.437528191249442","15.019417567914019","68.02739004477219","-24.811881188118814","6.059949949395516","17.052720643042754","5.434569156944396","24.55983515714706",,"11.33587913952648","-0.005301183364710873","-0.003586336601193065",,"0","4.439156626506024","3080.74","5.16"
PVR Ltd,PVR,"Theatres","11534.4546017","-23.624558827011302","-30.4815655328062","0.15123408843767475","5.965097831835009","40.41210321143494","379.23013480669425",,"324.5848873448117","-5.3516372442007025","193.1337685950413","-169.74697092419598","1.5348157432187577","-4.519970334338865","85.18518518518519","23","5.321052631578947","1657.13","-80.19792645882666"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","11523.708899449999","38.7221401191196","29.667806675680687","17.106748451600957","157.882646625327","-43.055786592466006","3.9369541061152535","15.763613486868303","3.26279261774547","21.133476716037023","31.376414067684134","-169.74697092419598","0.8988870579383832","-3.978184024419903","81.8181818181818","9",,"865.7","97.82"
Suven Pharmaceuticals Ltd,SUVENPHAR,"Pharmaceuticals","11510.15448554","25.36393672441604","35.77462146457542","28.250179400989552","39.721331416565306","-7.384268742318723","12.113718549131528","45.69907423106921","3.076701586199304",,"15.127668670294197","32.92951730870654","0.9737891809428785","0.5298459069912198","80","4",,"1453.71","17.83"
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","11484.92466","35.59671665013635","14.932697093639765","13.681656940153333","16.79228586250039","26.04877173188368","9.92120992573809","17.28592284585223","7.324558755458953","17.373866502398606","-0.22879483131203238","43.29238706887016","1.1881270330422886","0.2119906694059246","100","4","6.262048192771084","3176.48","46.03364022426816"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","11456.35022935","36.59357405484396","16.259389317514998","14.258886934182248","45.25356346358964","-17.00466763238371","13.129047543831938","26.47867418931005","3.2301374190491234","10.626370354327186","21.7709976173301","11.33587913952648","-1.9344979783546137","1.8151135293268545","91.6666666666667","11","6.65","3050.1","14.09"
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","11437.193791759999","7.303537587810827","36.15116656307659","21.103783181474764","87.60225413561169","-32.46163290362185","72.85367788819431","22.805706037754632","58.21505907273985","16.406238211995692","16.037491466397995","11.33587913952648","-1.6304115761852565","2.035356122978669","100","3","4.279629629629629","16443.21","37.62"
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","11411.951690220001","11.154614728434998","7.831104767521199","1.097239351433401","25.409229250637487","-5.8545651668860765","561.6569267365921","3.4313274102200566","520.5278050206272","40.52283553331382",,"18.361570903897096","0.18542468305374982","0.3068982327834604","100","2","5.866666666666668","14734.98","54.5"
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","11319.83806886","8.642549182962025","25.696219666991677","11.050067745761881","56.43929417961549","-17.109643617311576","107.92611368878988","9.583797207679087","58.444914176453565","17.562679088377898","-7.147386272529449","18.361570903897096","1.6145223757047749","0.7587866769671638","100","3",,"4319.83","88.03712650470216"
Glenmark Pharmaceuticals Ltd,GLENMARK,"Pharmaceuticals","10921.31847798","11.597449801401728","14.771744426848603","11.2596379590715","78.5169874693192","-25.135396518375238","66.35396671706104","11.167626762136878","55.04892218315243","6.467241131795354","2.885695221976843","32.92951730870654","1.5354475364682898","-1.8149514362634172","55.5555555555556","10","5.234666666666667","12471.58","33.37"
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","10884.107215560001","60.999311862130874","12.506025419643782","8.805139892644014","22.725951758209817","11.179321486268181","53.338927910425454","15.535834707559083","15.12605042016807","13.278130802739962","5.736623194938333","43.29238706887016","-1.3763754831134252","2.42235203557604","33.3333333333333","1","5.405882352941177","2581","5.64"
Brookfield India Real Estate Trust REIT,BIRET,"Real Estate","10820.296674243","43.936722598136235","2.882905029894904","3.2285801183021547","5.292496361215182","9.201893811295244","58.43613383786924","2.923482614050381","57.65985257974192",,"48.52019922649757","50.75043455637975",,,"70","7",,"899.2099999999999","7.721410021460884"
KEI Industries Ltd,KEI,"Cables","10791.02725488","28.698014081378663","16.63977790900842","15.869122813753897","15.009185036740158","3.522496434282751","17.178466176239002","18.179284534071222","1.763177431328878","16.822857618053376","10.904255196539742","43.29238706887016","-3.8214153068097865","5.8798515579048605","92.8571428571429","13","5.472093023255814","5741.18","41.77"
Bank of Maharashtra Ltd,MAHABANK,"Public Banks","10667.836868495","9.248794351191673","8.747990627288322",,"62.77602523659307","-21.534653465346533",,"0.4997619541562001",,"2.8992890704454544",,"18.361570903897096","0.040219930599719705","-0.02055910750263859",,"0","5.394285714285712","15673.96","1.7357007157266608"
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","10661.11116705","332.3289017160156","-0.4114903074433829","4.221528006573446","93.60134003350082","-39.678690512276454","106.38937589094066","3.118512204151489","77.15095607150464","12.534452135487584","19.16679580394139","11.33587913952648","2.4163296439134836","-2.340937410645701","64.2857142857143","9",,"9360.11","0.93"
G R Infraprojects Ltd,GRINFRA,"Construction & Engineering","10642.5593307","12.792921506773578","27.206379741921868","15.464470272844327","106.01889706550378","-37.9869855488887","113.68808777823284","15.016730838617834","90.56112642367017","20.00094044479821","5.120066116396597","43.29238706887016","2.500424815602103","-2.5989613504161433","61.5384615384615","8",,"8524.97","86.04"
Computer Age Management Services Ltd,CAMS,"Diversified Financials","10593.16766209","36.916423286600455","49.32531155994843","40.30867497292926","87.87934777587878","-20.957318631567418","12.65228602751571","40.7417085637236","9.630498895974553","14.408985723511481","13.753943061613183","18.361570903897096","-2.3255624064927334","2.493657870448864","80","4",,"926.9399999999999","58.744346202142694"
SJVN Ltd,SJVN,"Renewable Energy","10590.797996625","10.699937357673265","13.248472562480222","11.278993852912263","25.231910946196656","-11.348684210526315","16.99319374756668","8.45488124112213","14.58340825475054","-3.315577949472004","28.866197765825422","22.926733317170665","-0.49682289103019217","0.11223620579665461","100","2","7.075","2639.27","2.52"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","10496.176134149999","16.799257577064655","46.01934167593487","21.983589714720004","60.03165809259991","3.6207815639480128","79.38373370024865","11.58527633193628","0.16473320794253563","33.07615444485956","21.966782157035194","18.361570903897096","1.494376342544891","4.297041101420896","100","4",,"2305.07","75.87808618828835"
Campus Activewear Ltd,CAMPUS,"Apparel & Accessories","10490.117357879999","83.79357263263842","8.988876808563992","8.981498480305143","21.26486800116043",,"56.62800728457777","27.67717220964653","32.47068596440781",,,"116.53524013940141","2.1926233421709176","3.6945925922255403","0","0",,"1196.58","4.12"
Alok Industries Ltd,ALOKINDS,"Textiles","10476.783","-50.2242713326941",,,"69.6682464454976","-16.765285996055226",,"3.242512673851449",,"-3.5223197290502273",,"116.53524013940141","0.008253175413570474","0.30853625933025586",,"0","1.0876543209876544","7354.41","-0.014468503705616387"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","10415.30932992","33.72068938362417","2.957731567114448","3.957441819567383","51.32270283479961","-12.172349958414946","12.038863432863595","5.850773767610296","6.841382813132826","34.243475152836986","15.212723917001092","43.68248406554839","1.3968396224398782","-0.38029207376699414","87.5","7","6.155263157894736","2019.5","48.54"
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","10375.89380816","13.686889166405035","49.55257636269753","46.216674465667225","42.99332697807434","-15.979175010012007","0","38.15393377267922","0","4.16582174676603","28.01564132535005","11.33587913952648","-0.27104027199934433","-1.0865485579790501","50","4","6.01","4240.490000000001","7.664268974828908"
City Union Bank Ltd,CUB,"Private Banks","10232.157271355001","13.460531034722957","10.644303472447916",,"32.959884351282966","-2.536104262064103",,"1.8479252576546072",,"5.8653034816101846","11.295794126146607","18.361570903897096","-0.7412938377268716","1.9828464923294469","85","17","8.042857142857143","4863.86","10.29"
KEC International Ltd,KEC,"Construction & Engineering","10212.835498249999","30.754142068929134","9.515704293356954","11.13913597644715","38.451856513530515","-14.18232879671635","84.65937186630678","4.982786236353262","15.489249792123047","9.81530288169774","13.283639517808577","43.29238706887016","0.8071598104573923","1.07709345234092","77.27272727272731","17","5.486627906976745","13755.69","12.916959254127303"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","10102.12248736","38.443269987670334","25.50608654544229","19.8383061119284","25.84318955532938","-9.140770739329378","22.225893454022945","16.70034458859245","7.24137666069878","11.233648537411401","1.5349053506651398","11.33587913952648","0.2021760016823695","-0.5236364366615793","37.5","3","5.613157894736842","3698.22","74.12"
Brigade Enterprises Ltd,BRIGADE,"Real Estate","10093.718632865","121.94899882644698","-1.8866080156402838","4.063020148112489","26.62938020773884","-7.7886538259130615","200.23545554558703","3.102465481307094","159.70584295115108","8.310835392006432","17.915988501990814","50.75043455637975","-0.7577543975272931","0.5613610775473674","100","13","4.155555555555556","3068.21","3.67"
Redington (India) Ltd,REDINGTON,"Technology Hardware","10018.189","7.619147900552887","15.132642445582576","16.21194921558076","39.781591263650554","-11.859745617050534","11.719380102060045","11.941128132403323","2.392644742098637","8.795395487754876","7.455529235756149","25.15195670547271","0.4494356449964645","0.386195455354283","100","7","6.507142857142857","62731.57","16.4"
Punjab & Sind Bank,PSB,"Public Banks","9827.79034815","9.458438331312259","9.28817477376248",,"50.34482758620691","-11.854103343465043",,"0.9794487278795982",,"-1.6433068859689093",,"18.361570903897096","-0.0037551046607633594","-0.021016102092167643",,"0","5.8914285714285715","8055.1900000000005","1.9187560568920983"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","9783.38457","54.036921126760596","9.603577272859877","9.10168929443567","28.741305321088895","-2.991430357086106","0","6.538857119348333","0","4.594421817058625","26.97443649531225","43.29238706887016","0.1806421417204902","0.4352335486286618","100","2","4.53921568627451","3239.29","169.47486661050257"
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9731.780763015","27.932780605668775","6.7334210765356515","7.42616316053851","10.727390459745312","-5.763102583225981","242.54486721269438","7.155534352608756","202.4622173233732",,"7.842766640242602","22.926733317170665",,,"50","1",,"2274.44","5.428144085753459"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","9718.61984856","24.14024155731634","13.402079470990794","10.385510279985825","47.64729141953341","-4.871167951852555","40.91355998309878","12.651381368060743","6.8100562290766105","10.989740474174848","9.617090110990848","43.68248406554839","0.1731353176028887","-0.4527265038291506","80","8","5.054545454545454","8435.95","20.96"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","9716.555813745","-70.1556376443685",,,"38.44468784227821","43.10344827586207",,"3.6776470009078364",,"-11.858992625790188",,"43.68248406554839","0","0.5085385486604357",,"0","4.082894736842105","6501.6","-0.65"
Aether Industries Ltd,AETHER,"Specialty Chemicals","9670.436452005","88.77661298085928","51.23014300637586","21.37707468879668","7.33088755873077",,"121.18969769976482","35.23346947786731","61.09103424539667",,,"11.33587913952648","4.119535575846768","2.540827509383575",,"0",,"597.02","9.67"
Birlasoft Ltd,BSOFT,"IT Services & Consulting","9655.98697767","20.826924439035434","15.756465538410161","14.465457854032623","69.88545744526607","-38.37562544674768","5.876767250474784","21.02823556913624","4.581777480114132","4.504568085460514","17.617203956962786","25.15195670547271","0.7499807374351342","-1.9765672435602184","90","9","4.035714285714286","4196.55","16.63"
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","9614.754289519999","42.22924406851725","18.132076493851226","16.836315408336784","23.33931777378815","-0.6908847782482652","1.0699013157894737","16.098390907587845","0","10.835351571104557","10.698902687422315","43.29238706887016","2.2160530919233032","-1.624812318514243","54.5454545454545","12","6.437209302325582","3510.95","5.29"
CESC Ltd,CESC,"Power Generation","9563.99065245","7.0375207155629145","13.279249059378625","10.98690364442148","41.995841995841985","-19.38547486033519","136.73548483848134","8.490992994442792","106.13189678929683","8.921811840349502","15.243373844068888","22.926733317170665","-2.9843944240669256","0.8434390770168303","100","15","4.415","13557","10.25"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","9503.29970625","28.56502962592805","27.052425670361625","20.003186422486106","31.789473684210524","-20.01481830734517","36.107465275796336","32.99516470021839","26.014905442883393","24.14481002751807",,"32.92951730870654","1.645475964492185","-0.9828061345742327","50","1",,"1680.6","41.88"
ITI Ltd,ITI,"Telecom Equipments","9399.60459704","77.64418137320318","0.3969766127174637","4.312823168382988","44.08817635270543","-15.495342929720575","59.621891681698436","3.4989034854972996","12.215431347239925","0.44651905355592714",,"-169.74697092419598","-0.000050239797606928954","0.02956928096423528",,"0","4.5875","2115.3","1.28"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","9293.266129485","5.454594940269996","12.262161655739295","11.806147958091376","52.521113805502125","27.985873287671247","0.06690616657328367","27.419329858525675","0.01730331894136647","11.632758093921192",,"11.33587913952648","-0.8938880958809204","8.6428761959872",,"0","5.714814814814816","8851.71","110.05"
